Current State,Action,Next State,Probability,Reward
"((1, 0, 0), 'I')","(0, 1, 'H', 'H')","((0, 1, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'H', 'H')","((1, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'H', 'H')","((1, 0, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'H', 'H')","((1, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'H', 'H')","((1, 1, 1), 'I')",0.6,-10.0
"((1, 0, 0), 'I')","(0, 1, 'H', 'L')","((0, 0, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'H', 'L')","((0, 0, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'H', 'L')","((0, 1, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'H', 'L')","((0, 1, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'H', 'L')","((1, 0, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'H', 'L')","((1, 0, 1), 'N')",0.4,2.0
"((1, 0, 0), 'I')","(0, 1, 'H', 'L')","((1, 1, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'H', 'L')","((1, 1, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'H', 'L')","((0, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'H', 'L')","((0, 0, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'H', 'L')","((0, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'H', 'L')","((0, 1, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'H', 'L')","((1, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'H', 'L')","((1, 0, 1), 'I')",0.6,2.0
"((1, 0, 0), 'I')","(0, 1, 'H', 'L')","((1, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'H', 'L')","((1, 1, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'H')","((0, 0, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'H')","((0, 0, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'H')","((0, 1, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'H')","((0, 1, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'H')","((1, 0, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'H')","((1, 0, 1), 'N')",0.4,2.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'H')","((1, 1, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'H')","((1, 1, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'H')","((0, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'H')","((0, 0, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'H')","((0, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'H')","((0, 1, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'H')","((1, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'H')","((1, 0, 1), 'I')",0.6,2.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'H')","((1, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'H')","((1, 1, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'L')","((0, 0, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'L')","((0, 0, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'L')","((0, 1, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'L')","((0, 1, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'L')","((1, 0, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'L')","((1, 0, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'L')","((1, 1, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'L')","((1, 1, 1), 'N')",0.4,-10.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'L')","((0, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'L')","((0, 0, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'L')","((0, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'L')","((0, 1, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'L')","((1, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'L')","((1, 0, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'L')","((1, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 1, 'L', 'L')","((1, 1, 1), 'I')",0.6,-10.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'H')","((0, 0, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'H')","((0, 0, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'H')","((0, 1, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'H')","((0, 1, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'H')","((1, 0, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'H')","((1, 0, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'H')","((1, 1, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'H')","((1, 1, 1), 'N')",0.4,1.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'H')","((0, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'H')","((0, 0, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'H')","((0, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'H')","((0, 1, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'H')","((1, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'H')","((1, 0, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'H')","((1, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'H')","((1, 1, 1), 'I')",0.6,1.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'L')","((0, 0, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'L')","((0, 0, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'L')","((0, 1, 0), 'N')",0.4,3.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'L')","((0, 1, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'L')","((1, 0, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'L')","((1, 0, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'L')","((1, 1, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'L')","((1, 1, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'L')","((0, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'L')","((0, 0, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'L')","((0, 1, 0), 'I')",0.6,3.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'L')","((0, 1, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'L')","((1, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'L')","((1, 0, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'L')","((1, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'H', 'L')","((1, 1, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'H')","((0, 0, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'H')","((0, 0, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'H')","((0, 1, 0), 'N')",0.4,3.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'H')","((0, 1, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'H')","((1, 0, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'H')","((1, 0, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'H')","((1, 1, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'H')","((1, 1, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'H')","((0, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'H')","((0, 0, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'H')","((0, 1, 0), 'I')",0.6,3.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'H')","((0, 1, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'H')","((1, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'H')","((1, 0, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'H')","((1, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'H')","((1, 1, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'L')","((0, 0, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'L')","((0, 0, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'L')","((0, 1, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'L')","((0, 1, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'L')","((1, 0, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'L')","((1, 0, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'L')","((1, 1, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'L')","((1, 1, 1), 'N')",0.4,1.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'L')","((0, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'L')","((0, 0, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'L')","((0, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'L')","((0, 1, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'L')","((1, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'L')","((1, 0, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'L')","((1, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(0, 2, 'L', 'L')","((1, 1, 1), 'I')",0.6,1.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'H')","((0, 0, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'H')","((0, 0, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'H')","((0, 1, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'H')","((0, 1, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'H')","((1, 0, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'H')","((1, 0, 1), 'N')",0.4,-10.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'H')","((1, 1, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'H')","((1, 1, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'H')","((0, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'H')","((0, 0, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'H')","((0, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'H')","((0, 1, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'H')","((1, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'H')","((1, 0, 1), 'I')",0.6,-10.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'H')","((1, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'H')","((1, 1, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'L')","((0, 0, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'L')","((0, 0, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'L')","((0, 1, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'L')","((0, 1, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'L')","((1, 0, 0), 'N')",0.4,-10.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'L')","((1, 0, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'L')","((1, 1, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'L')","((1, 1, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'L')","((0, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'L')","((0, 0, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'L')","((0, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'L')","((0, 1, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'L')","((1, 0, 0), 'I')",0.6,-10.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'L')","((1, 0, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'L')","((1, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'H', 'L')","((1, 1, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'H')","((0, 0, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'H')","((0, 0, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'H')","((0, 1, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'H')","((0, 1, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'H')","((1, 0, 0), 'N')",0.4,-10.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'H')","((1, 0, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'H')","((1, 1, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'H')","((1, 1, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'H')","((0, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'H')","((0, 0, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'H')","((0, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'H')","((0, 1, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'H')","((1, 0, 0), 'I')",0.6,-10.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'H')","((1, 0, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'H')","((1, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'H')","((1, 1, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'L')","((0, 0, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'L')","((0, 0, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'L')","((0, 1, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'L')","((0, 1, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'L')","((1, 0, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'L')","((1, 0, 1), 'N')",0.4,-10.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'L')","((1, 1, 0), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'L')","((1, 1, 1), 'N')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'L')","((0, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'L')","((0, 0, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'L')","((0, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'L')","((0, 1, 1), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'L')","((1, 0, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'L')","((1, 0, 1), 'I')",0.6,-10.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'L')","((1, 1, 0), 'I')",0.0,0.0
"((1, 0, 0), 'I')","(1, 2, 'L', 'L')","((1, 1, 1), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'H')","((0, 0, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'H')","((0, 0, 1), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'H')","((0, 1, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'H')","((0, 1, 1), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'H')","((1, 0, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'H')","((1, 0, 1), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'H')","((1, 1, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'H')","((1, 1, 1), 'N')",0.4,-20.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'H')","((0, 0, 0), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'H')","((0, 0, 1), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'H')","((0, 1, 0), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'H')","((0, 1, 1), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'H')","((1, 0, 0), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'H')","((1, 0, 1), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'H')","((1, 1, 0), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'H')","((1, 1, 1), 'I')",0.6,-20.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'L')","((0, 0, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'L')","((0, 0, 1), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'L')","((0, 1, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'L')","((0, 1, 1), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'L')","((1, 0, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'L')","((1, 0, 1), 'N')",0.4,-10.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'L')","((1, 1, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'L')","((1, 1, 1), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'L')","((0, 0, 0), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'L')","((0, 0, 1), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'L')","((0, 1, 0), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'L')","((0, 1, 1), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'L')","((1, 0, 0), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'L')","((1, 0, 1), 'I')",0.6,-10.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'L')","((1, 1, 0), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'H', 'L')","((1, 1, 1), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'H')","((0, 0, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'H')","((0, 0, 1), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'H')","((0, 1, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'H')","((0, 1, 1), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'H')","((1, 0, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'H')","((1, 0, 1), 'N')",0.4,-10.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'H')","((1, 1, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'H')","((1, 1, 1), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'H')","((0, 0, 0), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'H')","((0, 0, 1), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'H')","((0, 1, 0), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'H')","((0, 1, 1), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'H')","((1, 0, 0), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'H')","((1, 0, 1), 'I')",0.6,-10.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'H')","((1, 1, 0), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'H')","((1, 1, 1), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'L')","((0, 0, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'L')","((0, 0, 1), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'L')","((0, 1, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'L')","((0, 1, 1), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'L')","((1, 0, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'L')","((1, 0, 1), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'L')","((1, 1, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'L')","((1, 1, 1), 'N')",0.4,-20.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'L')","((0, 0, 0), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'L')","((0, 0, 1), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'L')","((0, 1, 0), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'L')","((0, 1, 1), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'L')","((1, 0, 0), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'L')","((1, 0, 1), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'L')","((1, 1, 0), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 1, 'L', 'L')","((1, 1, 1), 'I')",0.6,-20.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'H')","((0, 0, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'H')","((0, 0, 1), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'H')","((0, 1, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'H')","((0, 1, 1), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'H')","((1, 0, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'H')","((1, 0, 1), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'H')","((1, 1, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'H')","((1, 1, 1), 'N')",0.4,-10.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'H')","((0, 0, 0), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'H')","((0, 0, 1), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'H')","((0, 1, 0), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'H')","((0, 1, 1), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'H')","((1, 0, 0), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'H')","((1, 0, 1), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'H')","((1, 1, 0), 'I')",0.0,0.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'H')","((1, 1, 1), 'I')",0.6,-10.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'L')","((0, 0, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'L')","((0, 0, 1), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'L')","((0, 1, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'L')","((0, 1, 1), 'N')",0.4,3.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'L')","((1, 0, 0), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'L')","((1, 0, 1), 'N')",0.0,0.0
"((1, 0, 1), 'I')","(0, 2, 'H', 'L')","((1, 1, 0), 'N')",0.0,0.0
